Inventory Number,Title,Art Type,Full Year,Media,Image,Framed,Current Owner,Contact Id,Artist Id,Location,Bin,Confirmed Middleton Hills,
A-013093,SANTA MOINICA GX-6,FINE ART,1995,MIXED MEDIA,i:\image\013093.jpg,true,0,,172,2518,S,,
A-013100,SANTA MONICA ,FINE ART,,ACRYLIC PAINTING WITH COLLAGE,i:\image\013100.jpg,true,0,,172,3011,19B,TRUE,
A-013106,UNTITLED,FINE ART,,MONOTYPE,I:\Image\mominee 13106.jpg,true,0,,162,2790,,,
A-013108,UNTITLED,FINE ART,,MONOTYPE,i:\image\013108.jpg,true,0,,162,2177,,,
A-013113,UNTITLED,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon 13113.jpg,true,0,,45,2790,,,
A-013116,UNTITLED,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon 13116.jpg,true,0,,45,2790,,,
A-013133,SUNSET POINT TWILIGHT,FINE ART,,MONOTYPE,i:\image\013133.jpg,true,0,,2036,2797,22A,TRUE,
A-013134,BLUE MESA SUNSET I,FINE ART,,MONOTYPE,i:\image\013134.jpg,true,0,,2036,2797,22A,TRUE,
A-013145,DANCING CHEEK TO CHEEK,FINE ART,,LITHOGRAPH,I:\Image\mccullough dancing cheek to cheek.jpg,false,0,,275,2518,C3,,
A-013146,DANCING CHEEK TO CHEEK,FINE ART,,LITHOGRAPH,I:\Image\mccullough dancing cheek to cheek.jpg,false,0,,275,2518,C5,TRUE,
A-013157,LEAPING RABBIT,FINE ART,,LITHOGRAPH,I:\Image\mccullough leaping rabbit.jpg,false,0,,275,2518,C5,TRUE,
A-013158,LEAPING RABBIT,FINE ART,,LITHOGRAPH,I:\Image\mccullough leaping rabbit.jpg,false,0,,275,2518,C5,TRUE,
A-013199,UNTITLED,FINE ART,,MONOPRINT,I:\Image\emerson 13199.jpg,true,0,,54,2789,,,
A-013229,UNTITLED,FINE ART,,MONOPRINT,I:\Image\monday 13229.jpg,true,0,,290,2790,,,
A-013259,RIVER GRASSES I,FINE ART,,MIXED MEDIA,I:\Image\yarbrough 13259.jpg,true,0,,189,2789,,,
A-013260,RIVER GRASSES II,FINE ART,,MIXED MEDIA,I:\Image\yarbrough 13260.jpg,true,0,,189,2789,,,
A-013263,SUMMER SKIES,FINE ART,,INTAGLIO,I:\Image\yarbrough 13263.jpg,true,0,,189,2789,,,
A-013264,SUMMER SENTINEL,FINE ART,,INTAGLIO,I:\Image\yarbrough 13264.jpg,true,0,,189,2789,,,
A-013269,BIG CREEK VERSION TWO,FINE ART,,INTAGLIO,I:\Image\yarbrough 13269.jpg,true,0,,189,2789,,,
A-013283,BLACK IRIS,FINE ART,,SERIGRAPH,I:\Image\smith 13282.jpg,true,0,,2115,2790,,,
A-013359,TEA POTS,FINE ART,,TEMPERA PAINTING,i:\image\013359.jpg,false,0,,2182,2518,C7,,
A-013361,THE SEAMSTRESS,FINE ART,,TEMPERA PAINTING,I:\Image\unknown the seamstress.jpg,false,0,,2182,2518,C7,,
A-013373,GATHERING OF GEESE,FINE ART,,TEMPERA PAINTING,i:\image\013373.jpg,false,0,,2182,2518,C7,,
A-013378,SCHOOL YARD,FINE ART,,TEMPERA PAINTING,i:\image\013378.jpg,true,3206,3206,2182,3267,,,
A-013379,RITUAL,FINE ART,,TEMPERA PAINTING,i:\image\013379.jpg,true,0,,2182,2518,S,,
A-013389,FANCY DANCER,FINE ART,,SERIGRAPH,i:\image\013389.jpg,true,0,,163,2518,OS,TRUE,
A-013392,DANCER AT TAOS POW-WOW,FINE ART,,SERIGRAPH,I:\Image\nieto dancer at taos pow wow.jpg,true,0,,163,2793,20B,TRUE,
A-013408,PICKING FRUIT,FINE ART,,TEMPERA PAINTING,I:\Image\013408.jpg,false,0,,2182,2518,C7,,
A-013413,DYING FABRICS,FINE ART,,TEMPERA PAINTING,i:\image\013413.jpg,false,0,,2182,2518,C7,,
A-013422,DUCKS DOWNSTREAM,FINE ART,,TEMPERA PAINTING,i:\image\013422.jpg,false,0,,2182,2518,C7,,
A-013426,THE DANCE,FINE ART,,TEMPERA PAINTING,i:\image\013426.jpg,true,3206,3206,2182,3267,,,
A-013427,PLAYFUL CATS,FINE ART,,TEMPERA PAINTING,i:\image\013427.jpg,false,0,,2182,2518,C7,,
A-013435,BOAT RACE,FINE ART,,TEMPERA PAINTING,i:\image\013435.jpg,true,3206,3206,2182,3267,,,
A-013438,LOTUS BABIES,FINE ART,,TEMPERA PAINTING,i:\image\013438.jpg,true,0,,2182,2518,S,,
A-013489,IN PRINCIPIO I,FINE ART,,INTAGLIO,I:\Image\kelly in principio i.jpg,true,0,,260,2790,,,
A-013532,NAVAJO DANCERS,FINE ART,,COLLAGE,i:\image\013532.jpg,true,0,,70,2518,S,,
A-013597,COMMON GROUND VIII,FINE ART,,INTAGLIO,i:\image\013597.jpg,true,0,,229,3011,18B,TRUE,
A-013598,COMMON GROUND IX,FINE ART,,INTAGLIO,i:\image\013598.jpg,true,0,,229,3011,19B,TRUE,
A-013610,KYOTO YELLOW,FINE ART,,INTAGLIO,I:\Image\garfinkel kyoto yellow.jpg,true,0,,100,2518,27B,TRUE,
A-013616,KYOTO TURQUOISE,FINE ART,,INTAGLIO,i:\image\013616.jpg,true,0,,100,2518,27B,TRUE,
A-013628,SMILE,FINE ART,,LINOLIUM CUT,I:\Image\kent smile.jpg,true,0,,140,3011,20B,TRUE,
A-013630,SPEAK,FINE ART,,LINOLIUM CUT,I:\Image\kent speak.jpg,true,0,,140,3011,20B,TRUE,
A-013701,CHIMERA,FINE ART,,SERIGRAPH,i:\image\013701.jpg,true,0,,122,2518,21A,TRUE,
A-013703,SYNTHESIS,FINE ART,,SERIGRAPH,I:\Image\kohlmeyer synthesis.jpg,true,0,,122,2518,21A,TRUE,
A-013704,SYNTHESIS,FINE ART,,SERIGRAPH,I:\Image\kohlmeyer synthesis.jpg,true,3332,3332,122,3476,S,,
A-013708,TOKENS OF IDENTITY,FINE ART,1981,SERIGRAPH,I:\Image\kohlmeyer tokens of identity.jpg,true,0,,122,2169,14A,TRUE,
A-013709,TOKENS OF IDENTITY,FINE ART,,SERIGRAPH,I:\Image\kohlmeyer tokens of identity.jpg,true,3464,3464,122,3464,S,,
A-013712,MARKINGS,FINE ART,1988,SERIGRAPH,I:\Image\kohlmeyer markings.jpg,true,0,,122,2169,14A,TRUE,
A-013713,MARKINGS,FINE ART,,SERIGRAPH,I:\Image\kohlmeyer markings.jpg,true,3464,3464,122,3464,S,,
A-013714,EMANATIONS,FINE ART,1994,"MONOPRINT, POCHOIR, CHINE COLLE ",i:\image\013714.jpg,true,0,,2097,2169,23A,TRUE,
A-013767,BLANKET & BLANKET,FINE ART,,SERIGRAPH,i:\image\013767.jpg,false,0,,68,2518,A2,TRUE,
A-013768,FALL CEREMONY II,FINE ART,,SERIGRAPH,i:\image\013768.jpg,false,0,,68,2518,A2,TRUE,
A-013785,TIDEWATER No. 1,FINE ART,,INTAGLIO,I:\Image\KERNAN TIDEWATER 1.jpg,true,0,,39,2790,,,
A-013790,TIDEWATER 3,FINE ART,,INTAGLIO,I:\Image\kernan tidewater3.jpg,true,0,,39,2790,,,
A-013830,INDIA,FINE ART,,WOODCUT,I:\Image\summers india.jpg,true,0,,36,2518,21A,TRUE,
A-013832,WILD PALMS,FINE ART,,WOODCUT,i:\image\013832.jpg,true,3229,3229,36,3229,S,,
A-013840,SPIRIT OF THE TREES,FINE ART,,WOODCUT,I:\Image\013837.jpg,true,3464,3464,36,3464,S,,
A-013906,COLORSCAPE DCCCIV,FINE ART,,MONOTYPE,i:\image\013906.jpg,true,0,,126,3254,19A,TRUE,
A-013910,COLORSCAPE DCCXXVII,FINE ART,,MONOTYPE,i:\image\013910.jpg,true,0,,126,2518,20B,TRUE,
A-013911,COLORSCAPE DCCLXXX,FINE ART,,MONOTYPE,i:\image\013911.jpg,true,0,,126,2518,21A,TRUE,
A-013912,COLORSCAPE DCCLXXVIII,FINE ART,,MONOTYPE,i:\image\013912.jpg,true,0,,126,2518,21A,TRUE,
A-013913,COLORTYPE VII,FINE ART,,MONOTYPE,i:\image\013913.jpg,true,3513,3513,126,3514,,,
A-013960,MY CAMP REUNION,FINE ART,,SERIGRAPH,I:\Image\seltzer my camp reunion.jpg,false,0,,154,2518,A3,TRUE,
A-013961,MY CAMP REUNION,FINE ART,,SERIGRAPH,I:\Image\seltzer my camp reunion.jpg,false,0,,154,2518,A3,TRUE,
A-013962,MY CAMP REUNION,FINE ART,,SERIGRAPH,I:\Image\seltzer my camp reunion.jpg,true,0,,154,3011,18B,TRUE,
A-013963,MY CAMP REUNION,FINE ART,,SERIGRAPH,I:\Image\seltzer my camp reunion.jpg,false,0,,154,2518,A3,TRUE,
A-013967,UNTITLED,FINE ART,,INTAGLIO,I:\Image\013964.jpg,true,0,,14,2518,S,,
A-014091,INFINITE GARDEN,FINE ART,,OIL PAINTING,i:\image\014091.jpg,true,3339,3339,59,3339,S,,
A-014097,SHYRDAK RUG #69,FINE ART,,WOOL FELT APPLIQUE,i:\image\014097.jpg,false,0,,2186,2518,,,
A-014098,SHYRDAK RUG #144,FINE ART,,WOOL FELT APPLIQUE,i:\image\014098.jpg,false,0,,2186,2518,S,,
A-014100,SHYRDAK RUG #73,FINE ART,,WOOL FELT APPLIQUE,I:\Image\014100.jpg,false,0,,2186,2518,S,,
A-014101,SHYRDAK RUG #103,FINE ART,,WOOL FELT APPLIQUE,i:\image\014101.jpg,false,0,,2186,2518,S,,
A-014122,EVE,FINE ART,1996,SERIGRAPH,i:\image\014122.jpg,true,0,,112,2169,,,
A-014135,MAELSTORM,FINE ART,,WOODCUT,i:\image\014135.jpg,true,0,,256,2518,S,,
A-014136,NIGHT SPAN,FINE ART,,COLLOGRAPH,I:\Image\bosman night span.jpg,true,0,,256,3254,19A,TRUE,
A-014145,TIDAL POOL,FINE ART,,LITHOGRAPH,I:\Image\goldman tidal pool.jpg,true,0,,139,2177,27B,TRUE,
A-014151,WAYSIDE SHRINE,FINE ART,,REDUCTIVE WOODCUT,I:\Image\kunc wayside shrine.jpg,true,0,,173,2177,,,
A-014159,GOLDEN STATUE,FINE ART,,LITHOGRAPH,I:\Image\scanga golden state.jpg,true,0,,2060,2518,S,,
A-014163,EXTER'S DANCE,FINE ART,,MIXED MEDIA,I:\Image\schapiro exters dance.jpg,true,0,,228,2518,A3,TRUE,
A-014164,EXTER'S DANCE,FINE ART,,MIXED MEDIA,I:\Image\schapiro exters dance.jpg,true,0,,228,2518,18A,TRUE,
A-014166,LIFEBOAT,FINE ART,1995,WOODCUT AND LINOLEUM,I:\Image\gronk lifeboat.jpg,true,0,,105,2169,,,
A-014201,UNTITLED,FINE ART,,MONOTYPE,I:\Image\014201.jpg,true,0,,162,2518,S,,
A-014260,CLUB,FINE ART,,LITHOGRAPH,I:\Image\sloan club.jpg,true,3464,3464,146,3464,,,
A-014261,CLUB,FINE ART,,LITHOGRAPH,I:\Image\sloan club.jpg,true,0,,146,2518,27A,TRUE,
A-014264,FLOR_ MAR Y ESPIRAL AMARILLA,FINE ART,,INTAGLIO,I:\Image\ramos flor mar y espiral.jpg,false,0,,303,2518,C10,TRUE,
A-014265,FLOR_ MAR Y ESPIRAL AMARILLA,FINE ART,,INTAGLIO,I:\Image\ramos flor mar y espiral.jpg,true,0,,303,2518,S,,
A-014268,SONIA_ TREBOL Y PAJAROS,FINE ART,,INTAGLIO,I:\Image\ramos sonia trebol y pajaros.jpg,false,0,,303,2518,C10,TRUE,
A-014269,SONIA_ TREBOL Y PAJAROS,FINE ART,,INTAGLIO,I:\Image\ramos sonia trebol y pajaros.jpg,false,0,,303,2518,C10,TRUE,
A-014279,FONDO MARINO Y CORAL AMARILLO,FINE ART,,INTAGLIO,I:\Image\ramos fondo marino y coral.jpg,true,3236,3236,303,3236,S,,
A-014282,FONDO MARINO Y CORAL AMARILLO,FINE ART,,INTAGLIO,I:\Image\ramos fondo marino y coral.jpg,true,0,,303,2518,S,,
A-014288,LIRIOS Y CARACOLA,FINE ART,,INTAGLIO,I:\Image\ramos lirios y caracola.jpg,true,0,,303,2518,S,,
A-014289,LIRIOS Y CARACOLA,FINE ART,,INTAGLIO,I:\Image\ramos lirios y caracola.jpg,true,0,,303,2518,S,,
A-014290,HOMBRE SUBIENDO UNA ESCALERA,FINE ART,,WOODCUT,i:\image\014290.jpg,true,0,,303,2169,14B,TRUE,
A-014324,BOUREE 33,FINE ART,,MIXED MEDIA,i:\image\014324.jpg,true,0,,16,3011,OS 008,TRUE,
A-014331,JUNCTION,FINE ART,,FELTED WOOL,i:\image\014331.jpg,false,0,,280,2518,TB,,
A-014338,FOLLOW THE SUN,FINE ART,,SERIGRAPH,I:\Image\rizzi follow the sun.jpg,true,3229,3229,137,3229,S,,
A-014346,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014346.jpg,true,3339,3339,2187,3339,S,,
A-014348,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014348.jpg,false,0,,2187,2518,TB,,
A-014350,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014350.jpg,true,0,,2187,2518,TB,,
A-014351,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014351.jpg,true,0,,2187,2518,25B,TRUE,
A-014352,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014352.jpg,true,0,,2187,2518,25B,TRUE,
A-014354,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014354.jpg,true,0,,2187,2518,25B,TRUE,
A-014355,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014355.jpg,true,0,,2187,2518,25B,TRUE,
A-014356,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014356.jpg,false,0,,2187,2518,TB,,
A-014357,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014357.jpg,true,0,,2187,2518,TB,,
A-014359,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,I:\Image\014359.jpg,true,0,,2187,2518,TB,,
A-014360,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014360.jpg,true,0,,2187,2518,TB,,
A-014361,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014361.jpg,true,3339,3339,2187,3339,TB,,
A-014362,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014362.jpg,false,0,,2187,2518,TB,,
A-014363,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014363.jpg,true,0,,2187,2518,21B,TRUE,
A-014364,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014364.jpg,true,0,,2187,2518,21B,TRUE,
A-014365,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014365.jpg,false,0,,2187,2518,TB,,
A-014366,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014366.jpg,false,0,,2187,2518,TB,,
A-014367,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014367.jpg,false,0,,2187,2518,TB,,
A-014368,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014368.jpg,false,0,,2187,2518,TB,,
A-014372,HEADDRESS,FINE ART,,EMBROIDERED TEXTILE,i:\image\014372.jpg,true,0,,2187,2518,EHI LOAN,,
A-014374,HEADDRESS,FINE ART,,EMBROIDERED TEXTILE,i:\image\014374.jpg,true,0,,2187,2518,EHI LOAN,,
A-014375,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014375.jpg,true,3328,3328,2187,3329,TB,,
A-014376,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014376.jpg,false,0,,2187,2518,TB,,
A-014377,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014377.jpg,false,0,,2187,2518,TB,,
A-014383,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014383.jpg,true,0,,2187,2518,21B,TRUE,
A-014384,UNTITLED,FINE ART,,EMBROIDERED TEXTILE,i:\image\014384.jpg,false,0,,2187,2518,TB,,
A-014431,UNTITLED,FINE ART,,MONOTYPE,i:\image\014431.jpg,true,0,,82,2169,14B,TRUE,
A-014433,UNTITLED,FINE ART,,MONOTYPE,i:\image\014433.jpg,true,0,,88,2169,14B,TRUE,
A-014435,WHITE SUNFLOWER,FINE ART,,MONOTYPE,i:\image\014435.jpg,true,3229,3229,211,3229,S,,
A-014440,VISTA,FINE ART,,MONOTYPE,i:\image\014440.jpg,true,0,,91,2169,23A,TRUE,
A-014441,DAYS OF WINE AND ROSES,FINE ART,,MONOTYPE,i:\image\014441.jpg,true,0,,91,2518,,,
A-014442,DORIC INCIDENT,FINE ART,,MONOTYPE,i:\image\014442.jpg,true,3341,3341,91,3341,,,
A-014455,GINZA 3,FINE ART,,INTAGLIO,I:\Image\garfinkel ginza 3.jpg,true,3465,3465,100,3500,S,,
A-014456,KIMONO PROJECT 3,FINE ART,,INTAGLIO,i:\image\014456.jpg,true,0,,100,2518,S,,
A-014457,KIMONO PROJECT VI,FINE ART,,INTAGLIO,i:\image\014457.jpg,true,0,,100,2518,S,,
A-014460,KIMONO PROJECT 1,FINE ART,,INTAGLIO,i:\image\014460.jpg,true,0,,100,2518,S,,
A-014478,UNTITLED,FINE ART,1996,OIL PAINTING,i:\image\014478.jpg,true,0,,221,2169,,,
A-014504,TROPICAL VIEW IV,FINE ART,,MONOTYPE,I:\Image\014504.jpg,true,0,,2017,2177,29B,TRUE,
A-014532,HORIZONTAL BANDS,FINE ART,1988,SERIGRAPH,i:\image\014532.jpg,true,0,,281,2169,14B,TRUE,
A-014534,FRENCH GULCH STICKS,FINE ART,,MONOPRINT,i:\image\014534.jpg,true,0,,271,2518,S,,
A-014535,DOUGLAS CITY SAND,FINE ART,,MONOPRINT,i:\image\014535.jpg,true,0,,271,2518,S,,
A-014536,FLYING OPEN CUBE (BLUE),FINE ART,,INTAGLIO,I:\Image\IRELAND cubeblue_.jpg,true,0,,2121,2790,,,
A-014537,FLYING OPEN CUBE (LT. ORANGE),FINE ART,,INTAGLIO,I:\Image\IRELAND cubelightorange_.jpg,true,0,,2121,2790,,,
A-014538,FLYING OPEN CUBE (PURPLE),FINE ART,,INTAGLIO,I:\Image\IRELAND cubepurple_.jpg,true,0,,2121,2790,,,
A-014539,FLYING OPEN CUBE (RED),FINE ART,,INTAGLIO,I:\Image\IRELAND cubeorange_.jpg,true,0,,2121,2790,,,
A-014562,TURKEY POND,FINE ART,,PASTEL,I:\Image\isaacs turkey pond.jpg,true,0,,2058,2793,27B,TRUE,
A-014563,APPLE ORCHARD (VERMONT),FINE ART,,PASTEL,I:\Image\isaacs apple orchard (vermont).jpg,true,0,,2058,2793,MEA LOAN ,,
A-014564,DAFFODILS,FINE ART,,PASTEL,I:\Image\isaacs daffodils.jpg,true,0,,2058,2793,27B,TRUE,
A-014565,CHAMPLAIN TO SCOODIC,FINE ART,,PASTEL,I:\Image\isaacs champlain to scoodic.jpg,true,0,,2058,2793,27B,TRUE,
A-014607,ELLEN'S WINDOW,FINE ART,,SERIGRAPH,I:\Image\goldman ellens window.jpg,true,0,,139,2790,,,
A-014621,THE CHINESE FISH TUREEN,FINE ART,,WHITE LINE WOODCUT,I:\Image\grace the chinese fish tureen1.jpg,false,0,,48,2518,B8,TRUE,
A-014706,STEPPING OUTSIDE OF HER LIFE,FINE ART,,LITHOGRAPH,I:\Image\sigler stepping outside of her life.jpg,false,0,,118,2518,A4,TRUE,
A-014707,STEPPING OUTSIDE OF HER LIFE,FINE ART,,LITHOGRAPH,I:\Image\sigler stepping outside of her life.jpg,false,0,,118,2518,A4,TRUE,
A-014708,STEPPING OUTSIDE OF HER LIFE,FINE ART,,LITHOGRAPH,I:\Image\sigler stepping outside of her life.jpg,false,0,,118,2518,A4,TRUE,
A-014709,STEPPING OUTSIDE OF HER LIFE,FINE ART,,LITHOGRAPH,I:\Image\sigler stepping outside of her life.jpg,true,0,,118,2518,S,,
A-014717,THE CHINESE FISH TUREEN,FINE ART,,WHITE LINE WOODCUT,I:\Image\grace the chinese fish tureen1.jpg,true,0,,48,2518,S,,
A-014731,QUARTET,FINE ART,,INTAGLIO,I:\Image\richardson quartet.jpg,true,0,,145,2790,,,
A-014754,SUPERMARKET FLORA,FINE ART,,SERIGRAPH,I:\Image\lawrence supermarket flora.jpg,true,0,,131,2169,23A,TRUE,
A-014756,SUPERMARKET FLORA,FINE ART,,SERIGRAPH,I:\Image\lawrence supermarket flora.jpg,true,0,,131,2518,S,,
A-014757,UNTITLED,FINE ART,,SERIGRAPH,i:\image\014757.jpg,false,0,,157,2518,A3,TRUE,
A-014758,UNTITLED,FINE ART,,SERIGRAPH,i:\image\014758.jpg,false,0,,157,2518,A3,TRUE,
A-014759,UNTITLED,FINE ART,,SERIGRAPH,i:\image\014759.jpg,true,0,,157,2518,S,,
A-014763,UNTITLED,FINE ART,1996,MONOTYPE,i:\image\014763.jpg,true,0,,162,3254,GMCC LOAN,,
A-014800,LA FORTUNA,FINE ART,,COLLAGE,I:\Image\lieberman 14800.jpg,true,0,,166,2789,,,
A-014807,HUNGARIAN DANCE,FINE ART,,COLLAGE,I:\Image\lieberman 14087.jpg,true,0,,166,2789,,,
A-014837,FLOWERING LANDSCAPES,FINE ART,,WOODCUT,I:\Image\summers flowering landscape.jpg,true,0,,36,2518,S,,
A-014838,CASA MARQUEZ,FINE ART,,WOODCUT,I:\Image\summers casa marquez.jpg,true,0,,36,2518,18A,TRUE,
A-014845,TOMB OF THE PROPHET,FINE ART,,WOODCUT,i:\image\014845.jpg,true,0,,36,2797,,,
A-014846,FROM HUMLA TO DOPLO,FINE ART,,WOODCUT,I:\Image\summers from humla to doplo.jpg,false,0,,36,2518,A6,TRUE,
A-014847,FROM HUMLA TO DOPLO,FINE ART,,WOODCUT,I:\Image\summers from humla to doplo.jpg,false,0,,36,2518,B2,,
A-014855,GOLDEN BOW AND SILVER ARROW,FINE ART,,WOODCUT,i:\image\014855.jpg,true,0,,36,2797,26A,TRUE,
A-014858,INDIA,FINE ART,,WOODCUT,I:\Image\summers india.jpg,true,0,,36,2518,S,,
A-014939,PINK LILIES,FINE ART,,SERIGRAPH,I:\Image\done pink lilies.jpg,false,0,,180,2518,D3,,
A-014942,CHINAMAN'S OVER THE BACK FENCE,FINE ART,,SERIGRAPH,I:\Image\done chinamans over the back fence.jpg,false,0,,180,2518,D3,,
A-014943,APRIL IN THE CABIN,FINE ART,,SERIGRAPH,i:\image\014943.jpg,false,0,,180,2518,D3,,
A-014950,MONDAY MORNING IN THE BACK GARDEN,FINE ART,,SERIGRAPH,I:\Image\done monday morning in the back garden.jpg,true,0,,180,2790,14B,TRUE,
A-014952,MONDAY MORNING IN THE BACK GARDEN,FINE ART,,SERIGRAPH,I:\Image\done monday morning in the back garden.jpg,true,3332,3332,180,3332,S,,
A-014962,MISTY LANDSCAPE,FINE ART,,WOOL TAPESTRY,I:\Image\grabowski misty landscape.jpg,true,0,,250,2518,TB,,
A-014975,CITY PANORAMA,FINE ART,,WOOL TAPESTRY,,true,3332,3332,250,3332,RETIREMENT GIFT TO CHUCK GUERINK PER JERRY 2006,,
A-015003,THE MILKY WAY,FINE ART,,SERIGRAPH,I:\Image\battley the milkey way.jpg,true,0,,279,2518,26B,TRUE,
A-015017,YARNTAYI,FINE ART,,SERIGRAPH,I:\Image\pike yarntayi.jpg,true,0,,153,2518,S,,
A-015018,YARNTAYI,FINE ART,,SERIGRAPH,I:\Image\pike yarntayi.jpg,false,0,,153,2518,C10,TRUE,
A-015022,LARRIPUKA MAIN COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike larripuka main country.jpg,true,0,,153,2518,22A,TRUE,
A-015024,LARRIPUKA MAIN COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike larripuka main country.jpg,false,0,,153,2518,C10,TRUE,
A-015032,PARTIRI LANDSCAPE,FINE ART,,SERIGRAPH,i:\image\015032.jpg,false,0,,153,2518,D2,,
A-015033,RAINSTORM MAGIC,FINE ART,,SERIGRAPH,I:\Image\gingingara rainstorm magic.jpg,true,0,,74,2790,21B,TRUE,
A-015056,EYES OF THE SEA,FINE ART,,LINOLEUM CUT,I:\Image\gela eyes of the sea.jpg,true,0,,17,2518,S,,
A-015060,ARGIA-BUSH PLUM CEREMONY,FINE ART,,SERIGRAPH,I:\Image\ross argia bush plum ceremony.jpg,true,0,,63,2518,22A,TRUE,
A-015063,NIGHT CORROBORRE,FINE ART,,SERIGRAPH,I:\Image\britten night corroborre.jpg,true,0,,129,2518,S,,
A-015064,NIGHT CORROBORRE,FINE ART,,SERIGRAPH,I:\Image\britten night corroborre.jpg,false,0,,129,2518,B5,TRUE,
A-015065,OWL DREAMING,FINE ART,,SERIGRAPH,I:\Image\jandanay owl dreaming.jpg,true,0,,111,2518,22B,TRUE,
A-015066,OWL DREAMING,FINE ART,,SERIGRAPH,I:\Image\jandanay owl dreaming.jpg,true,0,,111,2518,22B,TRUE,
A-015070,PALM VALLEY_ BUNGLE BUNGLES,FINE ART,,SERIGRAPH,I:\Image\purdie palm valley bungle bungles.jpg,true,3464,3464,200,3464,,,
A-015071,BARRAMUNDI DREAMING,FINE ART,,SERIGRAPH,I:\Image\purdie barramundi dreaming.jpg,true,0,,278,2518,22B,TRUE,
A-015073,BARRAMUNDI DREAMING,FINE ART,,SERIGRAPH,I:\Image\purdie barramundi dreaming.jpg,false,0,,278,2518,C10,TRUE,
A-015075,WITITJ,FINE ART,,OCHRES PAINTING ON PAPER,i:\image\015075.jpg,true,0,,67,2169,BSG,,
A-015076,WUNTARRA KARRAJI,FINE ART,,SERIGRAPH,I:\Image\pike wuntarra karraji.jpg,false,0,,153,2518,C10,TRUE,
A-015077,WUNTARRA KARRAJI,FINE ART,,SERIGRAPH,I:\Image\pike wuntarra karraji.jpg,true,0,,153,2518,S,,
A-015078,A MAN HIS WIFE AND SMALL BROTHER,FINE ART,,SERIGRAPH,i:\image\015078.jpg,true,0,,153,2518,22B,TRUE,
A-015080,PARPARAKAPARA AND WITIKARI,FINE ART,,SERIGRAPH,I:\Image\pike parparakapara.jpg,false,0,,153,2518,C10,TRUE,
A-015081,PARPARAKAPARA AND WITIKARI,FINE ART,,SERIGRAPH,I:\Image\pike parparakapara.jpg,true,0,,153,2518,S,,
A-015082,PIRINI COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike pirini country.jpg,false,0,,153,2518,C10,TRUE,
A-015083,PIRINI COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike pirini country.jpg,true,0,,153,2518,22B,TRUE,
A-015084,SANDHILL COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike sanhill country.jpg,false,0,,153,2518,D2,,
A-015085,SANDHILL COUNTRY,FINE ART,,SERIGRAPH,I:\Image\pike sanhill country.jpg,false,0,,153,2518,D2,,
A-015086,PIRINI STORY II,FINE ART,,SERIGRAPH,I:\Image\pike pirini story ii.jpg,false,0,,153,2518,C10,TRUE,
A-015088,JAPINGKA WATERHOLE I,FINE ART,,SERIGRAPH,I:\Image\pike japingka waterhole i.jpg,false,0,,153,2518,C10,TRUE,
A-015090,TWO MEN AND AN OWL,FINE ART,,SERIGRAPH,I:\Image\street two men and an owl.jpg,false,0,,218,2518,A6,TRUE,
A-015091,TWO MEN AND AN OWL,FINE ART,,SERIGRAPH,I:\Image\street two men and an owl.jpg,false,0,,218,2518,A6,TRUE,
A-015092,TWO MEN AND AN OWL,FINE ART,,SERIGRAPH,I:\Image\street two men and an owl.jpg,true,0,,218,2518,S,,
A-015093,LARRIPUKA II,FINE ART,,SERIGRAPH,i:\image\015093.jpg,true,0,,153,2518,22B,TRUE,
