Inventory Number,Title,Art Type,Full Year,Media,Image,Framed,Current Owner,Contact Id,Artist Id,Location,Bin,Confirmed Middleton Hills,
A-019782,DEL MONTE DUNES,FINE ART,,REDUCTIVE WOODCUT,I:\Image\mortensen del monte dunes.JPG,true,3206,3206,102,3267,,,
A-019784,DISC,FINE ART,1994,LITHOGRAPH,I:\Image\maxon disc.JPG,true,2643,2643,161,3509,B6,,
A-019785,DISC,FINE ART,1994,LITHOGRAPH,I:\Image\maxon disc.JPG,false,3328,3328,161,3329,,,
A-019787,DISC,FINE ART,1994,LITHOGRAPH,I:\Image\maxon disc.JPG,false,0,,161,2518,C4,TRUE,
A-019788,UPPER FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler upper falls.jpg,true,0,,62,2518,,,
A-019789,UPPER FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler upper falls.jpg,true,2967,2967,62,3289,,,
A-019790,UPPER FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler upper falls.jpg,true,0,,62,2518,,,
A-019793,AUTUMN FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler autumn falls.jpg,true,2967,2967,62,3289,,,
A-019794,AUTUMN FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler autumn falls.jpg,true,0,,62,2518,,,
A-019797,AUTUMN FALLS,FINE ART,,LITHOGRAPH,I:\Image\kessler autumn falls.jpg,true,0,,62,2518,,,
A-019798,SUN PATTERNS,FINE ART,,LITHOGRAPH,I:\Image\kessler sun patterns.jpg,true,3271,3271,62,3272,,,
A-019799,SUN PATTERNS,FINE ART,,LITHOGRAPH,I:\Image\kessler sun patterns.jpg,true,3345,3345,62,3345,,,
A-019800,SUN PATTERNS,FINE ART,,LITHOGRAPH,I:\Image\kessler sun patterns.jpg,true,3128,3128,62,3307,,,
A-019801,OUTCROP,FINE ART,,LITHOGRAPH,I:\Image\kessler outcrop.jpg,true,3206,3206,62,3267,,,
A-019802,OUTCROP,FINE ART,,LITHOGRAPH,I:\Image\kessler outcrop.jpg,false,0,,62,2518,OS3,,
A-019803,OUTCROP,FINE ART,,LITHOGRAPH,I:\Image\kessler outcrop.jpg,true,3271,3271,62,3272,,,
A-019807,CANYON SHIMMER,FINE ART,2000,LITHOGRAPH,I:\Image\kessler canyon shimmer.jpg,true,2865,2865,62,3443,,,
A-019808,CANYON SHIMMER,FINE ART,2000,LITHOGRAPH,I:\Image\kessler canyon shimmer.jpg,true,0,,62,2518,,,
A-019809,WINDING MEADOW,FINE ART,2000,LITHOGRAPH,I:\Image\kessler winding meadow.jpg,true,3465,3465,62,3466,,,
A-019810,WINDING MEADOW,FINE ART,2000,LITHOGRAPH,I:\Image\kessler winding meadow.jpg,true,2865,2865,62,3443,,,
A-019811,WINDING MEADOW,FINE ART,2000,LITHOGRAPH,I:\Image\kessler winding meadow.jpg,true,0,,62,2518,,,
A-019814,GARDEN POOL MAGIC,FINE ART,,LITHOGRAPH,I:\Image\kessler garden pool magic.jpg,true,3345,3345,62,3345,,,
A-019815,GARDEN POOL MAGIC,FINE ART,,LITHOGRAPH,I:\Image\kessler garden pool magic.jpg,false,0,,62,2518,X,,
A-019816,GARDEN POOL MAGIC,FINE ART,,LITHOGRAPH,I:\Image\kessler garden pool magic.jpg,true,0,,62,2518,,,
A-019819,BREAK DANCE,FINE ART,,MONOPRINT,I:\Image\maxon break dance.JPG,false,0,,161,2518,C4,TRUE,
A-019821,LANDSCAPE SERIES NO. 1,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl landscape series 1.JPG,true,3206,3206,2344,3267,,,
A-019822,LANDSCAPE SERIES NO. 3,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl landscape series 3.JPG,true,3312,3312,2344,3482,,,
A-019823,LANDSCAPE SERIES NO. 3,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl landscape series 3.JPG,true,3206,3206,2344,3267,,,
A-019824,LANDSCAPE SERIES NO. 4,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl landscape series 4.JPG,true,3288,3288,2344,3288,,,
A-019827,CURIOSITY BUFFER,FINE ART,,MONOPRINT,I:\Image\colter curiosity buffer.JPG,false,0,,2372,2518,C4,,
A-019828,SIMPLE LEISURE,FINE ART,,MONOPRINT,I:\Image\colter simple leisure.JPG,false,0,,2372,2518,C4,,
A-019829,COSMIC DAZZLE,FINE ART,,MONOPRINT,I:\Image\colter cosmic dazzle.JPG,true,3513,3513,2372,3514,,,
A-019830,DREAM INTIMACY,FINE ART,,MONOPRINT,I:\Image\colter dream intimacy.JPG,false,0,,2372,2518,C4,,
A-019831,AMPLE TIME,FINE ART,,MONOPRINT,I:\Image\colter ample time.JPG,true,3513,3513,2372,3514,,,
A-019832,COUNTLESS MOMENTS,FINE ART,,MONOPRINT,I:\Image\colter countless moments.JPG,false,0,,2372,2518,C4,,
A-019833,SPECS,FINE ART,2000,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl specs.JPG,true,3465,3465,2344,3466,,,
A-019834,QUARTET,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl quartet.JPG,true,3464,3464,2344,3464,,,
A-019837,STEP SISTERS,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl stepsisters.JPG,true,0,,2344,2518,22A,TRUE,
A-019838,SILK KNOTS,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl silk knots.JPG,true,3464,3464,2344,3464,,,
A-019839,THE PATH,FINE ART,,MANIPULATED COLOR PHOTOGRAPH WITH OIL PASTEL,I:\Image\wenzl the path.JPG,true,3343,3343,2344,3344,,,
A-019840,SURROUNDINGS I,FINE ART,,MIXED MEDIA,I:\Image\martin surrounding i.JPG,true,2643,2643,2400,3471,,,
A-019841,SURROUNDINGS II,FINE ART,,MIXED MEDIA,I:\Image\martin surrounding ii.JPG,true,2643,2643,2400,3471,,,
A-019842,EPHEMERAL I,FINE ART,,MIXED MEDIA,I:\Image\martin emphemeral 1.JPG,false,0,,2400,2518,28A,TRUE,
A-019843,EPHEMERAL II,FINE ART,,MIXED MEDIA,I:\Image\martin emphemeral 2.JPG,false,0,,2400,2518,C4,,
A-019844,ESSENTIAL NATURE YGB I,FINE ART,,MIXED MEDIA,I:\Image\jaeger ess.nature ygb i.JPG,true,2683,2683,2343,3330,,,
A-019845,ESSENTIAL NATURE YGB,FINE ART,,MIXED MEDIA,I:\Image\jaeger ess.nature ygb.JPG,true,2683,2683,2343,3330,,,
A-019846,ESSENTIAL NATURE YOC I,FINE ART,,MIXED MEDIA,I:\Image\jaeger ess.nature yoc i.JPG,true,3343,3343,2343,3344,,,
A-019847,ESSENTIAL NATURE YOC,FINE ART,,MIXED MEDIA,I:\Image\jaeger ess.nature yoc.JPG,true,3343,3343,2343,3344,,,
A-019849,NATURE I,FINE ART,,MIXED MEDIA,I:\Image\jaeger nature i.JPG,true,3271,3271,2343,3272,,,
A-019850,NATURE II,FINE ART,,MIXED MEDIA,I:\Image\jaeger nature ii.JPG,true,3271,3271,2343,3272,,,
A-019851,AFTER AWHILE,FINE ART,,ETCHING,I:\Image\hurbach after a while.JPG,false,0,,2374,2518,B9,TRUE,
A-019852,LINES AND BERRIES,FINE ART,,PHOTOGRAPH,I:\Image\spahn vines and berries.JPG,false,0,,2375,2518,A4,TRUE,
A-019853,ARRANGEMENT IN VIOLET AND BROWN,FINE ART,,PHOTOGRAPH,I:\Image\spahn arrangement in violet and brown.JPG,false,0,,2375,2518,C4,,
A-019854,GETTY DOOR,FINE ART,,PHOTOGRAPH,I:\Image\spahn getty door.JPG,false,0,,2375,2518,C4,,
A-019855,U.F.O.'S,FINE ART,,HAND-DYED AND STITCHED TEXTILE,I:\Image\jahns  u.f.o.'s.JPG,true,2683,2683,2342,3330,,,
A-019856,CIVILIZATION,FINE ART,,HAND-DYED AND STITCHED TEXTILE,I:\Image\jahns civilization 19856.JPG,true,2967,2967,2342,3289,,,
A-019857,ECHO,FINE ART,,HAND-DYED AND STITCHED TEXTILE,I:\Image\jahns echo.JPG,false,3543,3543,2342,3543,TB,,
A-019858,UNTITILED,FINE ART,2004,MIXED MEDIA,I:\Image\mari 19858.JPG,false,0,,2326,2518,B5,,
A-019859,UNTITILED,FINE ART,2004,MIXED MEDIA,I:\Image\mari 19859.JPG,false,3328,3328,2326,3329,X,,
A-019860,HOT SPOT/ORCHID WITH LAPIS & TURQUOISE,FINE ART,2001,MONOTYPE,I:\Image\dubasky hot spot orchid with lapis and turpuoise.jpg,true,3422,3422,295,3422,,,
A-019861,TRANSPARENT ARUNACHALA ORCHID,FINE ART,2001,MONOTYPE,I:\Image\dubasky transparent arunachala orchid.jpg,true,3422,3422,295,3422,,,
A-019862,SPOTTED HORSE WITH HOUND & CRANE II,FINE ART,2004,MONOTYPE,I:\Image\dubasky spotted horse with hound and crane ii.jpg,false,0,,295,2518,C2,,
A-019863,SPOTTED HORSE WITH HOUND & CRANE IV,FINE ART,2004,MONOTYPE,I:\Image\dubasky spotted horse with hound and crane iv.jpg,true,0,,295,2518,26B,TRUE,
A-019864,BIRDS IN YELLOW FIELD I,FINE ART,2002,MONOTYPE,I:\Image\dubasky birds in yellow field i.jpg,false,0,,295,2518,C2,,
A-019865,BIRDS WITH REEDS I,FINE ART,2002,MONOTYPE,I:\Image\dubasky birds with reeds i.jpg,false,0,,295,2518,C2,,
A-019866,CRANES WITH WILD GRASS II,FINE ART,2002,MONOTYPE,I:\Image\dubasky cranes with wild grass ii.jpg,false,0,,295,2518,C2,,
A-019867,YELLOW BIRD IN A YELLOW FIELD,FINE ART,2002,MONOTYPE,I:\Image\dubasky yellow bird in yellow field ii.jpg,false,0,,295,2518,C2,,
A-019870,LUPINES AT RIMANTOW BEACH,FINE ART,2001,GICLEE',I:\Image\siegel lupines at rimantow beech.JPG,false,0,,2377,2518,B6,,
A-019871,BAILE,FINE ART,2001,LITHOGRAPH,I:\Image\garza baile.jpg,true,3206,3206,2341,3267,,,
A-019872,LILLY'S PRINT,FINE ART,2002,RELIEF ON WOOD VENEER,I:\Image\gilliam lillys print.jpg,true,3206,3206,2147,3267,,,
A-019873,WHEN THE MOON IS FULL S.I.,FINE ART,2002,"PHOTOGRAVURE, ETCHING",I:\Image\pfaff when the moon is full.jpg,false,0,,2088,2518,,,
A-019874,WHITE LIGHT,FINE ART,2005,"LITHOGRAPH, LETTERPRESS, ACRYLIC, ENCAUSTIC",I:\Image\pfaff white light.jpg,false,0,,2088,2518,OS9,,
A-019875,CHINA,FINE ART,1997,LITHOGRAPH AND RELIEF,I:\Image\scheer china.jpg,false,0,,2200,2518,OS9,,
A-019876,DRAGNALUS,FINE ART,2003,LITHOGRAPH,I:\Image\martin dragnalus.jpg,false,0,,2376,2518,,,
A-019877,HUMBER RIVER ESTUARY (LIGHT BLUE),FINE ART,2002,LINOLEUM CUT,I:\Image\caporael humber river estuary light blue.jpg,true,3513,3513,2156,3514,,,
A-019878,"WILD BIRDS IN CITY PARKS: SHEET 1, SHOWING BLACK",FINE ART,2001,LITHOGRAPH,I:\Image\caporael wild birds sheet 1.jpg,false,0,,2156,2518,OS8,,
A-019879,"WILD BIRDS IN CITY PARKS: SHEET 2, SHOWING BLUE",FINE ART,2001,LITHOGRAPH,I:\Image\caporael wildbirds sheet 2.jpg,false,0,,2156,2518,OS8,,
A-019880,"WILD BIRDS IN CITY PARKS: SHEET 3, SHOWING RED",FINE ART,2001,LITHOGRAPH,I:\Image\caporael wildbirds sheet 3.jpg,false,0,,2156,2518,OS8,,
A-019881,"WILD BIRDS IN CITY PARKS: SHEET 4, SHOWING YELLOW",FINE ART,2001,LITHOGRAPH,I:\Image\caporael wildbirds sheet 4.jpg,false,0,,2156,2518,OS8,,
A-019882,BOTANICA,FINE ART,2003,COLOR WOODCUT,I:\Image\buck botanica.jpg,true,0,,2084,2518,,,
A-019883,EDGE OF THE POND,FINE ART,2001,COLOR WOODCUT/LITHOGRAPHS,I:\Image\morinoue edge of the pond.jpg,true,3465,3465,2059,3466,,,
A-019884,ANGEL LAKE,FINE ART,2004,"REDUCTION WOODCUT, POCHOIR & CHINE COLLE'",I:\Image\rattanangkoon angel lake.JPG,true,3465,3465,2322,3466,,,
A-019885,FROM ME ALL THINGS PROCEED AND TO ME THEY MUST RETURN,FINE ART,1991,COLOR LITHOGRAPH,I:\Image\sigler from me all things come.JPG,true,2967,2967,118,3289,,,
A-019886,ANCHOR STONE,FINE ART,2003,COLOR WOODCUT,I:\Image\morinoue anchor stone.jpg,true,3206,3206,2059,3267,,,
A-019887,THE MING SISTERS,FINE ART,2004,COLOR WOODCUT W/CHINE COLLE AND POCHOIR,I:\Image\woodman the ming sisters.jpg,true,3343,3343,2017,3344,,,
A-019888,MUIR BEACH,FINE ART,,GICLEE',I:\Image\siegel muir beach.JPG,false,0,,2377,2518,A4,TRUE,
A-019889,KEHOE STREAM I,FINE ART,,GICLEE',I:\Image\siegel kehoe stream i.JPG,false,0,,2377,2518,A4,TRUE,
A-019890,CLASSIC FIELDS,FINE ART,2003,MIXED MEDIA,I:\Image\antillion clasic fields.JPG,false,0,,2329,2518,B6,,
A-019891,ROSEWOOD FARM,FINE ART,2003,MIXED MEDIA,I:\Image\antillion rosewood farm.JPG,false,0,,2329,2518,B6,,
A-019893,STONE LAKE,FINE ART,,MIXED MEDIA,I:\Image\antillion stone lake.JPG,true,2967,2967,2329,3289,,,
A-019901,SIERRAS IN FALL,FINE ART,,GICLEE',I:\Image\siegel sierras in fall.JPG,false,0,,2377,2518,B6,,
A-019903,UNTITLED,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19903.JPG,true,3206,3206,2310,3267,,,
A-019904,UNTITLED,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19904.JPG,true,3206,3206,2310,3267,,,
A-019905,UNTITLED,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19905.JPG,true,3271,3271,2310,3272,X,,
A-019906,LEAF PANEL,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19906.JPG,true,3343,3343,2310,3344,X,,
A-019908,UNTITLED,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19908.JPG,true,0,,2310,2518,X,,
A-019909,UNTITLED,FINE ART,2004,MIXED MEDIA,I:\Image\musmeci 19909.JPG,true,0,,2310,2518,X,,
A-019910,JETTY,FINE ART,,MIXED MEDIA,I:\Image\sokol hohne jetty.JPG,false,0,,283,2518,B6,,
A-019911,SLIP,FINE ART,2004,MIXED MEDIA,I:\Image\sokol hohne slip.JPG,false,0,,283,2518,B6,,
A-019912,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19912.JPG,true,3328,3328,2284,3329,,,
A-019913,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19913.JPG,true,3328,3328,2284,3329,,,
A-019914,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19914.JPG,true,3310,3310,2284,3311,,,
A-019915,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19915.JPG,true,3310,3310,2284,3311,,,
A-019918,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\mari 19918.JPG,false,0,,2326,2518,B5,,
A-019919,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\mari 19919.JPG,false,0,,2326,2518,C4,TRUE,
A-019920,THE MEADOW PATH,FINE ART,,MIXED MEDIA,I:\Image\sokol hohne the meadow path.JPG,true,2967,2967,283,3289,,,
A-019921,LILY PAD POND,FINE ART,,MIXED MEDIA,I:\Image\sokol hohne lilly pad pond.JPG,true,2967,2967,283,3289,,,
A-019922,UNTITLED,FINE ART,,,I:\Image\bergstrom 19922.JPG,false,0,,2232,2518,,,
A-019923,UNTITLED,FINE ART,,,I:\Image\bergstrom 19923.JPG,false,0,,2232,2518,,,
A-019924,UNTITLED,FINE ART,,,I:\Image\bergstrom 19924.JPG,false,0,,2232,2518,,,
A-019925,UNTITLED,FINE ART,,,I:\Image\bergstrom 19925.JPG,false,0,,2232,2518,,,
A-019926,UNTITLED,FINE ART,,,I:\Image\bergstrom 19926.JPG,false,0,,2232,2518,,,
A-019927,UNTITLED,FINE ART,,,I:\Image\bergstrom 19927.JPG,false,0,,2232,2518,,,
A-019928,UNTITLED,FINE ART,,,I:\Image\bergstrom 19928.JPG,true,3428,3428,2232,3429,,,
A-019929,UNTITLED,FINE ART,,,I:\Image\bergstrom 19929.JPG,true,3428,3428,2232,3429,,,
A-019930,LAKESIDE III,FINE ART,,MIXED MEDIA,I:\Image\grossman lakeside iii.JPG,false,0,,2327,2518,,,
A-019931,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\grossman 19931.JPG,false,0,,2327,2518,,,
A-019932,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19932.JPG,false,2643,2643,2284,3535,B6,,
A-019933,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19933.JPG,false,0,,2284,2518,,,
A-019934,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19934.JPG,true,3342,3342,2284,3342,,,
A-019935,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19935.JPG,false,2643,2643,2284,3535,B6,,
A-019936,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19936.JPG,false,0,,2284,2518,,,
A-019937,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19937.JPG,false,0,,2284,2518,A10,TRUE,
A-019940,UNTITLED,FINE ART,,,I:\Image\018766.jpg,false,0,,2284,2518,A10,TRUE,
A-019941,UNTITLED,FINE ART,,,I:\Image\zarin 19941.JPG,false,0,,2284,2518,B6,,
A-019942,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19942.JPG,true,3310,3310,2284,3311,,,
A-019943,UNTITLED,FINE ART,,,I:\Image\zarin 19943.JPG,true,3283,3283,2284,3284,,,
A-019944,UNTITLED,FINE ART,,PASTEL,I:\Image\zarin 19944.JPG,false,0,,2284,2518,B6,,
A-019945,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\pelev 19945.JPG,true,3425,3425,2378,3426,,,
A-019947,S/ETTA 142,FINE ART,2005,GESSO/OIL PASTEL ON PAPER,I:\Image\bliss s etta 142.JPG,true,3206,3206,277,3267,,,
A-019948,S/ETTA 143,FINE ART,2005,GESSO/OIL PASTEL ON PAPER,I:\Image\bliss s etta 143.JPG,true,3206,3206,277,3267,,,
A-019949,S/ETTA 124,FINE ART,2005,GESSO/OIL PASTEL ON PAPER,I:\Image\bliss s etta 124.JPG,false,0,,277,2518,D5,,
A-019950,S/RHYTHM 151,FINE ART,2005,MIXED MEDIA,I:\Image\bliss srhythm 151.JPG,true,3331,3331,277,3331,,,
A-019951,S/RHYTHM 173,FINE ART,2005,MIXED MEDIA,I:\Image\bliss srhythm 173.JPG,true,3342,3342,277,3342,,,
A-019952,S/RHYTHM 180,FINE ART,2005,MIXED MEDIA,I:\Image\bliss srhythm 180.JPG,true,3331,3331,277,3331,,,
A-019953,S/RHYTHM 116,FINE ART,2005,MIXED MEDIA,I:\Image\bliss srhythm 116.JPG,true,2541,2541,277,3366,,,
A-019954,S/RHYTHM 156,FINE ART,2005,MIXED MEDIA,I:\Image\bliss srhythm 156.JPG,true,3206,3206,277,3267,,,
A-019955,S/RHYTHM 122,FINE ART,2005,MIXED MEDIA,I:\Image\bliss s rhythmn 122.JPG,true,3343,3343,277,3344,,,
A-019956,S/RHYTHM 117,FINE ART,2005,MIXED MEDIA,I:\Image\bliss s rhythmn 117.JPG,true,3343,3343,277,3344,,,
A-019957,S/RHYTHM 143,FINE ART,2005,MIXED MEDIA,I:\Image\bliss s rhythmn 143.JPG,true,3342,3342,277,3342,,,
A-019958,S/RHYTHM 118,FINE ART,2005,MIXED MEDIA,I:\Image\bliss s rhythmn 118.JPG,false,0,,277,2518,D5,,
A-019959,S/RHYTHM 157,FINE ART,2005,MIXED MEDIA,I:\Image\bliss s rhythmn 157.JPG,true,3342,3342,277,3342,,,
A-019960,YF 096,FINE ART,2005,MIXED MEDIA,I:\Image\bliss yf096.JPG,false,0,,277,2518,,,
A-019961,YF 093,FINE ART,2005,MIXED MEDIA,I:\Image\bliss yf093.JPG,false,0,,277,2518,,,
A-019962,L/RHYTHM III,FINE ART,2003,GICLEE',I:\Image\bliss l rhythm iii.JPG,true,3271,3271,277,3272,,,
A-019963,L/RHYTHM IV,FINE ART,2003,GICLEE',I:\Image\bliss l rhythm iv.JPG,true,3271,3271,277,3272,,,
A-019964,UNTITLED,FINE ART,,WHITE LINE WOODCUT,I:\Image\feldman 2 square mountains.JPG,true,2683,2683,8,3330,,,
A-019965,UNTITLED,FINE ART,,WHITE LINE WOODCUT,I:\Image\feldman 1 square mountain home.JPG,true,2683,2683,8,3330,,,
A-019967,ENTRANCE TO SOUNDWAVE # FOUR,FINE ART,,MIXED MEDIA,I:\Image\iger entrance to soundwave # four.JPG,true,3328,3328,20,3329,,,
A-019968,FREQUENCY OF MOTION BINDI # FOUR,FINE ART,,MIXED MEDIA,I:\Image\iger frequency of motionbindi # four.JPG,true,3328,3328,20,3329,,,
A-019969,TAO 5,FINE ART,,GICLEE',I:\Image\bergman tao 05.JPG,false,0,,2339,2518,,,
A-019970,TAO 4,FINE ART,,GICLEE',I:\Image\bergman tao 04.JPG,false,0,,2339,2518,B2,TRUE,
A-019971,SHRINE 1,FINE ART,,GICLEE',I:\Image\bergman shrine 01.JPG,false,0,,2339,2518,,,
A-019972,SHRINE 2,FINE ART,,GICLEE',I:\Image\bergman shrine 02.JPG,false,0,,2339,2518,,,
A-019973,ZEN 2,FINE ART,,GICLEE',I:\Image\bergman zen 02.JPG,false,0,,2339,2518,,,
A-019974,ZEN 1,FINE ART,,GICLEE',I:\Image\bergman zen 01.JPG,false,0,,2339,2518,,,
A-019978,TAO 10,FINE ART,,GICLEE',I:\Image\bergman tao 10.JPG,false,0,,2339,2518,,,
A-019981,TAO 1,FINE ART,,GICLEE',I:\Image\bergman tao 01.JPG,false,0,,2339,2518,B2,TRUE,
A-019984,DUAL HEMISPHERE,FINE ART,,MIXED MEDIA,I:\Image\musmeci dual hemisphere.JPG,false,0,,2310,2518,,,
A-019985,SAMADHI,FINE ART,2004,MIXED MEDIA,I:\Image\richardson samadhi 19985.JPG,true,2967,2967,138,3289,,,
A-019986,SAMADHI,FINE ART,2004,MIXED MEDIA,I:\Image\richardson samadhi 19986.JPG,true,2967,2967,138,3289,,,
A-019987,IDYLIC,FINE ART,,ACRYLIC PAINTING,I:\Image\reule idylic.JPG,false,0,,2379,2518,,,
A-019988,IDEAL,FINE ART,,ACRYLIC PAINTING,I:\Image\reule ideal.JPG,false,0,,2379,2518,,,
A-019989,SHARING SECRETS,FINE ART,,ACRYLIC PAINTING,I:\Image\reule sharing secrets.JPG,false,0,,2379,2518,,,
A-019991,GLENWOOD,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon glenwood.JPG,true,3464,3464,45,3464,,,
A-019992,GREENING,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon greening.JPG,true,3464,3464,45,3464,,,
A-019993,SPRING,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon spring.JPG,true,0,,45,2518,27A,TRUE,
A-019994,MAPLE GROVE,FINE ART,,ACRYLIC PAINTING,I:\Image\zambon maple grove.JPG,false,0,,45,2518,A19,TRUE,
A-019996,LIGHT & PLANTS 572,FINE ART,,MIXED MEDIA,I:\Image\mansour light + plants 572.JPG,true,3271,3271,175,3272,,,
A-019997,LIGHT & PLANTS 603,FINE ART,,MIXED MEDIA,I:\Image\mansour light + plants 603.JPG,true,3271,3271,175,3272,,,
A-019998,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\musmeci 19998.JPG,true,2967,2967,2310,3289,,,
A-019999,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\musmeci 19999.JPG,true,2967,2967,2310,3289,,,
A-020000,L SARAH'S SONG,FINE ART,,ACRYLIC PAINTING,I:\Image\bliss l sarah's song.JPG,true,3345,3345,277,3345,,,
A-020001,L VIVALDI SUITE,FINE ART,,ACRYLIC PAINTING,I:\Image\bliss l vivaldi suite.JPG,true,3345,3345,277,3345,,,
A-020002,EL SARAH'S SONG,FINE ART,,ACRYLIC PAINTING,I:\Image\bliss el sarah's song 20002.JPG,false,0,,277,2518,D5,,
A-020003,EL SARAH'S SONG,FINE ART,,ACRYLIC PAINTING,I:\Image\bliss el sarah's song 20003.JPG,false,0,,277,2518,B4,TRUE,
A-020004,ZMUDOWSKI SLOUGH,FINE ART,,GICLEE',I:\Image\fortis zmudowski slough.JPG,false,0,,2382,2518,D5,,
A-020005,ELKHORN SLOUGH,FINE ART,,GICLEE',I:\Image\fortis elkhorn slough.JPG,true,3384,3384,2382,3385,,,
A-020006,ZANE GREY POPPIES,FINE ART,,GICLEE',I:\Image\fortis zane grey poppies.JPG,true,3281,3281,2382,3282,,,
A-020007,NORTH SHORE,FINE ART,,GICLEE',I:\Image\fortis north shore.JPG,true,3281,3281,2382,3282,,,
A-020008,TIDEWATER No. 1,FINE ART,,INTAGLIO,I:\Image\KERNAN TIDEWATER 1.jpg,true,0,,39,2518,,,
A-020009,UNTITLED ABSTRACT,FINE ART,2003,PAINTING ON PAPER,I:\Image\thomson 20009.JPG,true,3206,3206,2383,3267,,,
A-020010,UNTITLED ABSTRACT,FINE ART,2003,PAINTING ON PAPER,I:\Image\thomson 20010.JPG,true,3206,3206,2383,3267,,,
A-020011,UNTITLED ABSTRACT,FINE ART,2003,PAINTING ON PAPER,I:\Image\thomson 20011.JPG,true,3206,3206,2383,3267,,,
A-020012,PLAYING TENNIS,FINE ART,,SERIGRAPH,I:\Image\spence playing tennis.JPG,false,0,,2230,2518,B6,,
A-020013,JUMPING MEN,FINE ART,,SERIGRAPH,I:\Image\spence jumping men.JPG,false,3339,3339,2230,3339,B6,,
A-020014,WATERAT BLADES,FINE ART,,MIXED MEDIA,I:\Image\sandell waterat blades.jpg,false,0,,274,2518,OS6,,
A-020015,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\sandell 20015.JPG,false,0,,274,2518,OS6,,
A-020016,UNTITLED,FINE ART,,MIXED MEDIA,I:\Image\sandell 20016.JPG,false,0,,274,2518,OS6,,
A-020017,NEAR ST. MICHAELS IV,FINE ART,,WOODCUT,I:\Image\feldman 20017 near st michales quad.JPG,true,3206,3206,8,3267,,,
A-020018,NEAR ST. MICHAELS III,FINE ART,,WOODCUT,I:\Image\feldman 20018 near st michales quad.JPG,true,3206,3206,8,3267,,,
A-020019,NEAR ST. MICHAELS I,FINE ART,,WOODCUT,I:\Image\feldman 20019 near st michales quad.JPG,true,3206,3206,8,3267,,,
A-020020,NEAR ST. MICHAELS II,FINE ART,,WOODCUT,I:\Image\feldman 20020 near st michales quad.JPG,true,3206,3206,8,3267,,,
A-020021,SISTERS IN ARMS II,FINE ART,2003,COLOR LITHOGRAPH,I:\Image\liu sisters in arms ii.JPG,true,3386,3386,2348,3387,,,
A-020022,SISTERS IN ARMS I,FINE ART,2003,COLOR LITHOGRAPH,I:\Image\liu sisters in arms i.JPG,false,0,,2348,2518,C3,TRUE,
A-020023,CHILDREN AT WORK:  GIRL WITH BOWL,FINE ART,2000,COLOR LITHOGRAPH & COLLAGE,I:\Image\liu children at work girl with bowl.JPG,false,0,,2348,2518,B1,,
A-020024,CHILDREN AT WORK:  BOY WITH BUCKET,FINE ART,2000,COLOR LITHOGRAPH & COLLAGE,I:\Image\liu children at work boy with bucket.JPG,false,0,,2348,2518,X,,
